ID externo,Adaia Type,Campo Adaia,Campo Odoo (si existe),Caracter de relleno,Display Name,Fin cadena,Inicio cadena,L. Decimal,L. Entera,Longitud,Obligatorio,Odoo Model,Sequence,Sga File,V. por defecto
__export__.sgavar_file_var_1007_ade58ef6,Numerico,MEDALT,,,MEDALT,60,53,3,6,9,False,mrp.model_product_template,7,16,
__export__.sgavar_file_var_1024_2551fbb3,Numerico,MEDALT,,,MEDALT,60,53,3,6,9,False,mrp.model_product_template,7,17,
__export__.sgavar_file_var_1056_7e78e6b2,Alfanumerico,UBIPICDIN,, ,UBIPICDIN,49,49,0,1,1,True,stock.model_stock_quant,7,21,N
__export__.sgavar_file_var_1095_abee174c,Numerico,CAN,stock.field_stock_move_line_qty_done, ,CAN,93,85,3,6,9,False,mrp.model_stock_move_line,7,22,
__export__.sgavar_file_var_562_72176d43,Fecha,FECREC,stock.field_stock_picking_scheduled_date, ,FECREC,76,69,0,8,8,False,mrp_bom_phantom_fix.model_stock_picking,8,1,
__export__.sgavar_file_var_577_233cafab,Alfanumerico,ALBARA,stock.field_stock_picking_name, ,ALBARA,86,70,0,17,17,True,mrp_bom_phantom_fix.model_stock_picking,8,2,
__export__.sgavar_file_var_589_366975ce,Alfanumerico,EXPORDSUBTIP,, ,EXPORDSUBTIP,63,60,0,4,4,False,mrp_bom_phantom_fix.model_stock_picking,8,3,
__export__.sgavar_file_var_609_6d8480f9,Alfanumerico,ALBARA,, ,ALBARA,75,64,0,12,12,False,mrp_bom_phantom_fix.model_stock_picking,8,4,
__export__.sgavar_file_var_624_b68a6d18,Related-Numérico,PRECOM,stock.field_stock_move_line_product_id, ,PRECOM,77,69,2,7,9,False,mrp.model_stock_move_line,8,5,standard_price
__export__.sgavar_file_var_640_46a913dc,Numerico,PESPRO,, ,PESPRO,78,70,3,6,9,False,mrp.model_stock_move_line,8,6,
__export__.sgavar_file_var_704_b2b62cc7,Related-Numérico,PESPED,stock.field_stock_move_line_product_id, ,PESPED,76,68,3,6,9,False,mrp.model_stock_move_line,8,7,weight
__export__.sgavar_file_var_719_19d08f42,Related-Numérico,PESSER,product.field_product_product_weight, ,PESSER,77,69,3,6,9,False,mrp.model_stock_move_line,8,8,weight
__export__.sgavar_file_var_758_6255f798,Alfanumerico,DIR2,base.field_res_partner_city, ,DIR2,174,135,0,40,40,False,rappel.model_res_partner,8,9,
__export__.sgavar_file_var_840_a1b418ee,Alfanumerico,DIR2,base.field_res_partner_city, ,DIR2,174,135,0,40,40,False,rappel.model_res_partner,8,10,
__export__.sgavar_file_var_863_e04b426c,Alfanumerico,DIR2,base.field_res_partner_city, ,DIR2,174,135,0,40,40,False,rappel.model_res_partner,8,11,
__export__.sgavar_file_var_883_2f542fda,Alfanumerico,DIAMINCADEXP,, ,DIAMINCADEXP,97,93,0,5,5,False,mrp.model_product_product,8,12,
__export__.sgavar_file_var_919_d3099f80,Alfanumerico,DIAMINCADEXP,, ,DIAMINCADEXP,97,93,0,5,5,False,mrp.model_product_product,8,13,
__export__.sgavar_file_var_955_eec0a8d5,Alfanumerico,DIAMINCADEXP,, ,DIAMINCADEXP,97,93,0,5,5,False,mrp.model_product_product,8,14,
__export__.sgavar_file_var_991_a7ac8bb6,Numerico,MEDANC,, ,MEDANC,69,61,3,6,9,False,mrp.model_product_template,8,15,
__export__.sgavar_file_var_1008_80e2afa6,Numerico,MEDANC,,,MEDANC,69,61,3,6,9,False,mrp.model_product_template,8,16,
__export__.sgavar_file_var_1025_d388b128,Numerico,MEDANC,,,MEDANC,69,61,3,6,9,False,mrp.model_product_template,8,17,
__export__.sgavar_file_var_1055_8de872a0,Alfanumerico,UBIPIC,, ,UBIPIC,65,50,0,16,16,False,stock.model_stock_quant,8,21,
__export__.sgavar_file_var_1096_3eb40682,Alfanumerico,TIPUNI,, ,TIPUNI,97,94,0,4,4,False,mrp.model_stock_move_line,8,22,UD
__export__.sgavar_file_var_563_0172f0cd,Hora,HORREC,stock.field_stock_picking_scheduled_date, ,HORREC,80,77,0,4,4,False,mrp_bom_phantom_fix.model_stock_picking,9,1,
__export__.sgavar_file_var_578_837d77c5,Fecha,FECREC,stock.field_stock_picking_date_done, ,FECREC,94,87,0,8,8,True,mrp_bom_phantom_fix.model_stock_picking,9,2,
__export__.sgavar_file_var_590_644685a7,Alfanumerico,TRAREF,, ,TRAREF,79,64,0,16,16,False,mrp_bom_phantom_fix.model_stock_picking,9,3,
__export__.sgavar_file_var_611_a4cf6690,Fecha,FECEXP,stock.field_stock_picking_scheduled_date, ,FECEXP,83,76,0,8,8,False,mrp_bom_phantom_fix.model_stock_picking,9,4,
__export__.sgavar_file_var_625_d46cb9f5,Alfanumerico,ADMCANMAY,, ,ADMCANMAY,78,78,0,1,1,False,mrp.model_stock_move_line,9,5,N
__export__.sgavar_file_var_641_c4f622bb,Numerico,RECORDLIN,stock.field_stock_move_line_id, ,RECORDLIN,77,79,0,9,9,False,mrp.model_stock_move_line,9,6,
__export__.sgavar_file_var_705_7e7cbef5,Related-Numérico,PREVEN,stock.field_stock_move_line_product_id, ,PREVEN,85,77,2,7,9,False,mrp.model_stock_move_line,9,7,standard_price
__export__.sgavar_file_var_720_8b876ebf,Related-Numérico,PREVEN,product.field_product_product_weight, ,PREVEN,86,78,2,7,9,False,mrp.model_stock_move_line,9,8,standard_price
__export__.sgavar_file_var_759_de8d4eec,Related-Alfanumérico,DIR3,base.field_res_partner_state_id, ,DIR3,214,175,0,40,40,False,rappel.model_res_partner,9,9,name
__export__.sgavar_file_var_841_0128c26c,Related-Alfanumérico,DIR3,base.field_res_partner_state_id, ,DIR3,214,175,0,40,40,False,rappel.model_res_partner,9,10,name
__export__.sgavar_file_var_864_00699d3c,Related-Alfanumérico,DIR3,base.field_res_partner_state_id, ,DIR3,214,175,0,40,40,False,rappel.model_res_partner,9,11,name
__export__.sgavar_file_var_884_e62a6828,Alfanumerico,LOTREQ,, ,LOTREQ,98,98,0,1,1,False,mrp.model_product_product,9,12,
__export__.sgavar_file_var_920_570ecadd,Alfanumerico,LOTREQ,, ,LOTREQ,98,98,0,1,1,False,mrp.model_product_product,9,13,
__export__.sgavar_file_var_956_93c5efc5,Alfanumerico,LOTREQ,, ,LOTREQ,98,98,0,1,1,False,mrp.model_product_product,9,14,
__export__.sgavar_file_var_992_a0cbcbf3,Numerico,PESUNI,, ,PESUNI,77,70,3,5,8,False,mrp.model_product_template,9,15,
__export__.sgavar_file_var_1009_280ba72d,Numerico,PESUNI,,,PESUNI,77,70,3,5,8,False,mrp.model_product_template,9,16,
__export__.sgavar_file_var_1026_e4e27cc9,Numerico,PESUNI,,,PESUNI,77,70,3,5,8,False,mrp.model_product_template,9,17,
__export__.sgavar_file_var_1054_a2667db9,Alfanumerico,DIMCOD,, ,DIMCOD,69,66,0,4,4,False,stock.model_stock_quant,9,21,
__export__.sgavar_file_var_1097_e90c12df,Numerico,NUMNI,stock.field_stock_move_line_qty_done, ,NUMNI,105,98,0,8,8,True,mrp.model_stock_move_line,9,22,1
__export__.sgavar_file_var_564_dcb9ff46,Alfanumerico,OBS,stock.field_stock_picking_note, ,OBS,120,81,0,40,40,False,mrp_bom_phantom_fix.model_stock_picking,10,1,
__export__.sgavar_file_var_579_139565ed,Hora,HORREC,stock.field_stock_picking_date_done, ,HORREC,98,95,0,5,5,True,mrp_bom_phantom_fix.model_stock_picking,10,2,
__export__.sgavar_file_var_591_453df48e,Fecha,FECORD,stock.field_stock_picking_date, ,FECORD,87,80,0,8,8,True,mrp_bom_phantom_fix.model_stock_picking,10,3,
__export__.sgavar_file_var_612_a069dd96,Hora,HOREXP,stock.field_stock_picking_scheduled_date, ,HOREXP,87,84,0,4,4,False,mrp_bom_phantom_fix.model_stock_picking,10,4,
__export__.sgavar_file_var_626_a22df7a7,Alfanumerico,ADMCANMEN,, ,ADMCANMEN,79,79,0,1,1,False,mrp.model_stock_move_line,10,5,N
__export__.sgavar_file_var_642_c76b41a1,Alfanumerico,LOTE,stock.field_stock_move_line_lot_name, ,LOTE,107,88,0,20,20,False,mrp.model_stock_move_line,10,6,
__export__.sgavar_file_var_706_e42df8d8,Related-Alfanumérico,OBS,stock.field_stock_move_line_picking_id, ,OBS,125,86,0,40,40,False,mrp.model_stock_move_line,10,7,note
__export__.sgavar_file_var_760_ef761a22,Related-Alfanumérico,DIR4,base.field_res_partner_country_id, ,DIR4,254,215,0,40,40,False,rappel.model_res_partner,10,9,name
__export__.sgavar_file_var_842_4c7fc374,Related-Alfanumérico,DIR4,base.field_res_partner_country_id, ,DIR4,254,215,0,40,40,False,rappel.model_res_partner,10,10,name
__export__.sgavar_file_var_865_580e1066,Related-Alfanumérico,DIR4,base.field_res_partner_country_id, ,DIR4,254,215,0,40,40,False,rappel.model_res_partner,10,11,name
__export__.sgavar_file_var_885_39e28a0c,Alfanumerico,PESVAR,, ,PESVAR,99,99,0,1,1,False,mrp.model_product_product,10,12,N
__export__.sgavar_file_var_921_5eec93fb,Alfanumerico,PESVAR,, ,PESVAR,99,99,0,1,1,False,mrp.model_product_product,10,13,N
__export__.sgavar_file_var_957_f3cfbcad,Alfanumerico,PESVAR,, ,PESVAR,99,99,0,1,1,False,mrp.model_product_product,10,14,N
__export__.sgavar_file_var_993_c435958c,Numerico,PESINF,, ,PESINF,85,78,3,5,8,False,mrp.model_product_template,10,15,
__export__.sgavar_file_var_1010_11502e23,Numerico,PESINF,,,PESINF,85,78,3,5,8,False,mrp.model_product_template,10,16,
__export__.sgavar_file_var_1027_fc8c9419,Numerico,PESINF,,,PESINF,85,78,3,5,8,False,mrp.model_product_template,10,17,
__export__.sgavar_file_var_1053_a9043b1b,Numerico,ALTMIN,, ,ALTMIN,74,70,0,5,5,False,stock.model_stock_quant,10,21,1
__export__.sgavar_file_var_1085_56ecbaa5,Alfanumerico,OBS,, ,OBS,126,87,0,40,40,False,mrp.model_stock_move_line,10,8,
__export__.sgavar_file_var_1098_af7192a9,Related-Alfanumérico,PES,stock.field_stock_move_line_product_id, ,PES,114,106,3,6,9,False,mrp.model_stock_move_line,10,22,weight
__export__.sgavar_file_var_565_637feb67,Alfanumerico,TERRESREF,, ,TERRESREF,136,121,0,16,16,False,mrp_bom_phantom_fix.model_stock_picking,11,1,
__export__.sgavar_file_var_580_d1545318,Alfanumerico,OBS,stock.field_stock_picking_note, ,OBS,139,99,0,40,40,False,mrp_bom_phantom_fix.model_stock_picking,11,2,
__export__.sgavar_file_var_592_549747f4,Fecha,FECEXP,stock.field_stock_picking_scheduled_date, ,FECEXP,95,88,0,8,8,False,mrp_bom_phantom_fix.model_stock_picking,11,3,
__export__.sgavar_file_var_614_14fb10b7,Alfanumerico,OBS,stock.field_stock_picking_note, ,OBS,127,88,0,40,40,False,mrp_bom_phantom_fix.model_stock_picking,11,4,
__export__.sgavar_file_var_627_83640e01,Alfanumerico,IGNCAD,, ,IGNCAD,80,80,0,1,1,False,mrp.model_stock_move_line,11,5,N
__export__.sgavar_file_var_643_8cb04739,Alfanumerico,INCIDENCIA,, ,INCIDENCIA,167,108,0,60,60,False,mrp.model_stock_move_line,11,6,
__export__.sgavar_file_var_707_b489faca,Alfanumerico,LOTE,stock.field_stock_move_line_lot_name, ,LOTE,145,126,0,20,20,False,mrp.model_stock_move_line,11,7,
__export__.sgavar_file_var_761_806aa93c,Numerico,POSCOD,base.field_res_partner_zip, ,POSCOD,260,255,0,6,6,False,rappel.model_res_partner,11,9,
__export__.sgavar_file_var_843_8f3c50a6,Numerico,POSCOD,base.field_res_partner_zip, ,POSCOD,260,255,0,6,6,False,rappel.model_res_partner,11,10,
__export__.sgavar_file_var_866_4417e248,Numerico,POSCOD,base.field_res_partner_zip, ,POSCOD,260,255,0,6,6,False,rappel.model_res_partner,11,11,
__export__.sgavar_file_var_886_b2715305,Alfanumerico,SINEAN,, ,SINEAN,100,100,0,1,1,False,mrp.model_product_product,11,12,
__export__.sgavar_file_var_922_be376fde,Alfanumerico,SINEAN,, ,SINEAN,100,100,0,1,1,False,mrp.model_product_product,11,13,
__export__.sgavar_file_var_958_3fa46cec,Alfanumerico,SINEAN,, ,SINEAN,100,100,0,1,1,False,mrp.model_product_product,11,14,
__export__.sgavar_file_var_994_5993727b,Numerico,PESSUP,, ,PESSUP,93,86,3,5,8,False,mrp.model_product_template,11,15,
__export__.sgavar_file_var_1011_1d818a26,Numerico,PESSUP,,,PESSUP,93,86,3,5,8,False,mrp.model_product_template,11,16,
__export__.sgavar_file_var_1028_ba743e7d,Numerico,PESSUP,,,PESSUP,93,86,3,5,8,False,mrp.model_product_template,11,17,
__export__.sgavar_file_var_1075_65400e16,Numerico,ALTMAX,, ,ALTMAX,79,75,0,5,5,False,stock.model_stock_quant,11,21,9
__export__.sgavar_file_var_1086_861169e4,Related-Alfanumérico,LOTE,stock.field_stock_move_line_lot_id, ,LOTE,146,127,0,20,20,False,mrp.model_stock_move_line,11,8,ID
__export__.sgavar_file_var_1099_5ab67606,Numerico,VOL,, ,VOL,123,115,3,6,9,False,mrp.model_stock_move_line,11,22,
__export__.sgavar_file_var_566_f6a164bb,Alfanumerico,RECORDSUBTIP,, ,RECORDSUBTIP,140,137,0,4,4,False,mrp_bom_phantom_fix.model_stock_picking,12,1,
__export__.sgavar_file_var_569_0f7d8ca3,one2many,MOVE_LINES,stock.field_stock_picking_move_line_ids,,MOVE_LINES,0,0,0,0,0,True,mrp_bom_phantom_fix.model_stock_picking,12,2,CRL
__export__.sgavar_file_var_593_ba4b0231,Hora,HOREXP,stock.field_stock_picking_scheduled_date, ,HOREXP,99,96,0,4,4,False,mrp_bom_phantom_fix.model_stock_picking,12,3,
__export__.sgavar_file_var_615_c4ca287f,Alfanumerico,PRVCAMCOM,, ,PRVCAMCOM,286,128,0,160,160,True,mrp_bom_phantom_fix.model_stock_picking,12,4,
__export__.sgavar_file_var_628_7cc2ebe9,Alfanumerico,CTRCAL,, ,CTRCAL,81,81,0,1,1,False,mrp.model_stock_move_line,12,5,N
__export__.sgavar_file_var_708_e4c3a715,Alfanumerico,KIT,, ,KIT,146,146,0,1,1,False,mrp.model_stock_move_line,12,7,N
__export__.sgavar_file_var_762_35543c0e,Related-Alfanumérico,PAISCOD,base.field_res_partner_country_id, ,PAISCOD,264,261,0,4,4,False,rappel.model_res_partner,12,9,code
__export__.sgavar_file_var_844_f294ffa8,Related-Alfanumérico,PAISCOD,base.field_res_partner_country_id, ,PAISCOD,264,261,0,4,4,False,rappel.model_res_partner,12,10,code
__export__.sgavar_file_var_867_92225c4f,Related-Alfanumérico,PAISCOD,base.field_res_partner_country_id, ,PAISCOD,264,261,0,4,4,False,rappel.model_res_partner,12,11,code
__export__.sgavar_file_var_887_bf27151f,Alfanumerico,UNIMIN,, ,UNIMIN,104,101,0,4,4,True,mrp.model_product_product,12,12,UD
__export__.sgavar_file_var_923_ed30829d,Alfanumerico,UNIMIN,, ,UNIMIN,104,101,0,4,4,True,mrp.model_product_product,12,13,UD
__export__.sgavar_file_var_959_b12a7f24,Alfanumerico,UNIMIN,, ,UNIMIN,104,101,0,4,4,True,mrp.model_product_product,12,14,UD
__export__.sgavar_file_var_995_fe47e6d2,Numerico,UNIPAL,, ,UNIPAL,102,94,0,9,9,False,mrp.model_product_template,12,15,9000
__export__.sgavar_file_var_1012_aba08e4b,Numerico,UNIPAL,,,UNIPAL,102,94,0,9,9,False,mrp.model_product_template,12,16,9000
__export__.sgavar_file_var_1029_0dbd2af3,Numerico,UNIPAL,,,UNIPAL,102,94,0,9,9,False,mrp.model_product_template,12,17,9000
__export__.sgavar_file_var_1074_b3b3cede,Alfanumerico,ALMRESTOS,, ,ALMRESTOS,80,80,0,1,1,False,stock.model_stock_quant,12,21,S
__export__.sgavar_file_var_1100_5b2153b7,Alfanumerico,CRIROT,, ,CRIROT,143,124,0,20,20,False,mrp.model_stock_move_line,12,22,
__export__.sgavar_file_var_567_24e7e249,Alfanumerico,PRVCAMCOM,, ,PRVCAMCOM,260,141,0,160,160,False,mrp_bom_phantom_fix.model_stock_picking,13,1,
__export__.sgavar_file_var_594_bc144cde,Alfanumerico,URGENT,, ,URGENT,100,100,0,1,1,True,mrp_bom_phantom_fix.model_stock_picking,13,3,N
__export__.sgavar_file_var_629_41d074c8,Numerico,RECORDLIN,stock.field_stock_move_line_id, ,RECORDLIN,90,82,0,9,9,False,mrp.model_stock_move_line,13,5,
__export__.sgavar_file_var_709_0cc5e64c,Numerico,VIDAUTILMIN,, ,VIDAUTILMIN,149,147,0,3,3,False,mrp.model_stock_move_line,13,7,
__export__.sgavar_file_var_763_b32066fc,Alfanumerico,PERAJU,, ,PERAJU,265,265,0,1,1,False,rappel.model_res_partner,13,9,N
__export__.sgavar_file_var_845_cabb2d8b,Alfanumerico,PERAJU,, ,PERAJU,265,265,0,1,1,False,rappel.model_res_partner,13,10,N
__export__.sgavar_file_var_868_eaed00ef,Alfanumerico,PERAJU,, ,PERAJU,265,265,0,1,1,False,rappel.model_res_partner,13,11,N
__export__.sgavar_file_var_888_5cf23652,Alfanumerico,UNIREC,, ,UNIREC,108,105,0,4,4,True,mrp.model_product_product,13,12,UD
__export__.sgavar_file_var_924_87b4c5aa,Alfanumerico,UNIREC,, ,UNIREC,108,105,0,4,4,True,mrp.model_product_product,13,13,UD
__export__.sgavar_file_var_960_0a4c6673,Alfanumerico,UNIREC,, ,UNIREC,108,105,0,4,4,True,mrp.model_product_product,13,14,UD
__export__.sgavar_file_var_996_4bd9785f,Numerico,BASE,, ,BASE,107,103,0,5,5,False,mrp.model_product_template,13,15,2250
__export__.sgavar_file_var_1013_07a75fec,Numerico,BASE,,,BASE,107,103,0,5,5,False,mrp.model_product_template,13,16,2250
__export__.sgavar_file_var_1030_4ac00a82,Numerico,BASE,,,BASE,107,103,0,5,5,False,mrp.model_product_template,13,17,2250
__export__.sgavar_file_var_1073_3edba0d6,Numerico,MARGENROT,, ,MARGENROT,89,81,0,9,9,False,stock.model_stock_quant,13,21,
__export__.sgavar_file_var_1084_c7d1e57d,Alfanumerico,AGROEXGENACC,,,AGROEXGENACC,301,287,0,166,16,False,mrp_bom_phantom_fix.model_stock_picking,13,4,
__export__.sgavar_file_var_1101_77b81cb6,Fecha,FECCAD,, ,FECCAD,151,144,0,8,8,False,mrp.model_stock_move_line,13,22,
__export__.sgavar_file_var_2_eee660a6,one2many,MOVE_LINES,stock.field_stock_picking_move_line_ids,,MOVE_LINES,0,0,0,0,0,True,mrp_bom_phantom_fix.model_stock_picking,14,1,ORL
__export__.sgavar_file_var_595_fc2c7947,Alfanumerico,OBS,stock.field_stock_picking_note, ,OBS,140,101,0,40,40,False,mrp_bom_phantom_fix.model_stock_picking,14,3,
__export__.sgavar_file_var_601_12c468d6,one2many,MOVE_LINE,stock.field_stock_picking_move_line_ids,,MOVE_LINE,0,0,0,0,0,True,mrp_bom_phantom_fix.model_stock_picking,14,4,CEL
__export__.sgavar_file_var_630_cbefac6b,Numerico,ADMCANMAYPOR,, ,ADMCANMAYPOR,93,91,0,3,3,False,mrp.model_stock_move_line,14,5,
__export__.sgavar_file_var_710_92cb24a3,Numerico,VIDAUTILMAX,, ,VIDAUTILMAX,152,150,0,3,3,False,mrp.model_stock_move_line,14,7,
__export__.sgavar_file_var_764_865f58dc,Alfanumerico,CNTEXPTIP,, ,CNTEXPTIP,269,266,0,4,4,False,rappel.model_res_partner,14,9,PL
__export__.sgavar_file_var_846_e953fe56,Alfanumerico,CNTEXPTIP,, ,CNTEXPTIP,269,266,0,4,4,False,rappel.model_res_partner,14,10,PL
__export__.sgavar_file_var_869_2ca916c0,Alfanumerico,CNTEXPTIP,, ,CNTEXPTIP,269,266,0,4,4,False,rappel.model_res_partner,14,11,PL
__export__.sgavar_file_var_889_626c05a6,Alfanumerico,UNIALM,, ,UNIALM,112,109,0,4,4,True,mrp.model_product_product,14,12,UD
__export__.sgavar_file_var_925_57bdbfca,Alfanumerico,UNIALM,, ,UNIALM,112,109,0,4,4,True,mrp.model_product_product,14,13,UD
__export__.sgavar_file_var_961_387c1e51,Alfanumerico,UNIALM,, ,UNIALM,112,109,0,4,4,True,mrp.model_product_product,14,14,UD
__export__.sgavar_file_var_997_966dde4e,Numerico,ALTURA,, ,ALTURA,112,108,0,5,5,False,mrp.model_product_template,14,15,4
__export__.sgavar_file_var_1014_5b341cc1,Numerico,ALTURA,,,ALTURA,112,108,0,5,5,False,mrp.model_product_template,14,16,4
__export__.sgavar_file_var_1031_207a9993,Numerico,ALTURA,,,ALTURA,112,108,0,5,5,False,mrp.model_product_template,14,17,4
__export__.sgavar_file_var_1072_b9c546fd,Numerico,CANPICMIN,, ,CANPICMIN,98,90,0,9,9,False,stock.model_stock_quant,14,21,
__export__.sgavar_file_var_1102_1a5da141,Fecha,FECREC,stock.field_stock_move_line_date, ,FECREC,159,152,0,8,8,False,mrp.model_stock_move_line,14,22,
__export__.sgavar_file_var_596_9f8f7582,Alfanumerico,MUEEXP,, ,MUEEXP,146,141,0,6,6,False,mrp_bom_phantom_fix.model_stock_picking,15,3,
__export__.sgavar_file_var_631_d9d6ebf7,Alfanumerico,LOTE,stock.field_stock_move_line_lot_name, ,LOTE,103,94,0,20,20,False,mrp.model_stock_move_line,15,5,
__export__.sgavar_file_var_777_b3a0dcc1,Alfanumerico,NUMTELSMS,base.field_res_partner_mobile, ,NUMTELSMS,349,270,0,80,80,False,rappel.model_res_partner,15,9,
__export__.sgavar_file_var_847_d9855134,Alfanumerico,NUMTELSMS,base.field_res_partner_mobile, ,NUMTELSMS,349,270,0,80,80,False,rappel.model_res_partner,15,10,
__export__.sgavar_file_var_870_d39b7472,Alfanumerico,NUMTELSMS,base.field_res_partner_mobile, ,NUMTELSMS,349,270,0,80,80,False,rappel.model_res_partner,15,11,
__export__.sgavar_file_var_890_d3d83902,Alfanumerico,UNIEXP,, ,UNIEXP,116,113,0,4,4,True,mrp.model_product_product,15,12,UD
__export__.sgavar_file_var_926_c4e51952,Alfanumerico,UNIEXP,, ,UNIEXP,116,113,0,4,4,True,mrp.model_product_product,15,13,UD
__export__.sgavar_file_var_962_43a2a9ee,Alfanumerico,UNIEXP,, ,UNIEXP,116,113,0,4,4,True,mrp.model_product_product,15,14,UD
__export__.sgavar_file_var_998_b71cfca3,Numerico,PESTAR,, ,PESTAR,121,113,3,6,9,False,mrp.model_product_template,15,15,
__export__.sgavar_file_var_1015_3ed4eeff,Numerico,PESTAR,,,PESTAR,121,113,3,6,9,False,mrp.model_product_template,15,16,
__export__.sgavar_file_var_1032_36793b5a,Numerico,PESTAR,,,PESTAR,121,113,3,6,9,False,mrp.model_product_template,15,17,
__export__.sgavar_file_var_1071_b43e97ef,Numerico,CANPICMAX,, ,CANPICMAX,108,99,0,9,9,False,stock.model_stock_quant,15,21,
__export__.sgavar_file_var_1103_f25f7a03,Fecha,FECFAB,stock.field_stock_move_line_date, ,FECFAB,167,160,0,8,8,False,mrp.model_stock_move_line,15,22,
__export__.sgavar_file_var_1112_74f4b9fe,one2many,CONTENT_LINES,stock.field_stock_picking_move_line_ids, ,CONTENT_LINES,0,0,0,0,0,True,mrp_bom_phantom_fix.model_stock_picking,15,4,CEN
__export__.sgavar_file_var_597_0210bcff,Alfanumerico,PRVCAMCOM,, ,PRVCAMCOM,306,147,0,160,160,False,mrp_bom_phantom_fix.model_stock_picking,16,3,
__export__.sgavar_file_var_778_a21ba7eb,Alfanumerico,NUMTELFAX,partner_fax.field_res_partner_fax, ,NUMTELFAX,429,350,0,80,80,False,rappel.model_res_partner,16,9,
__export__.sgavar_file_var_848_f9dad25f,Alfanumerico,NUMTELFAX,partner_fax.field_res_partner_fax, ,NUMTELFAX,429,350,0,80,80,False,rappel.model_res_partner,16,10,
__export__.sgavar_file_var_871_89f21a06,Alfanumerico,NUMTELFAX,partner_fax.field_res_partner_fax, ,NUMTELFAX,429,350,0,80,80,False,rappel.model_res_partner,16,11,
__export__.sgavar_file_var_891_40c126fb,Alfanumerico,GESSER,, ,GESSER,117,117,0,1,1,False,mrp.model_product_product,16,12,N
__export__.sgavar_file_var_927_fc3e9752,Alfanumerico,GESSER,, ,GESSER,117,117,0,1,1,False,mrp.model_product_product,16,13,N
__export__.sgavar_file_var_963_e647c16f,Alfanumerico,GESSER,, ,GESSER,117,117,0,1,1,False,mrp.model_product_product,16,14,N
__export__.sgavar_file_var_999_2537bcaa,Alfanumerico,UNIANI,, ,UNIANI,122,122,0,1,1,False,mrp.model_product_template,16,15,N
__export__.sgavar_file_var_1016_c977653b,Alfanumerico,UNIANI,,,UNIANI,122,122,0,1,1,False,mrp.model_product_template,16,16,N
__export__.sgavar_file_var_1033_e88a623d,Alfanumerico,UNIANI,,,UNIANI,122,122,0,1,1,False,mrp.model_product_template,16,17,N
__export__.sgavar_file_var_1070_5552b34e,Numerico,STOMINTRA,, ,STOMINTRA,117,109,0,9,9,False,stock.model_stock_quant,16,21,
__export__.sgavar_file_var_1104_56f89cfc,Alfanumerico,LOTE,, ,LOTE,187,168,0,20,20,False,mrp.model_stock_move_line,16,22,
__export__.sgavar_file_var_598_8944155d,Related-Alfanumérico,AGROEXGENACC,, ,AGROEXGENACC,322,307,0,16,16,False,mrp_bom_phantom_fix.model_stock_picking,17,3,name
__export__.sgavar_file_var_779_16b74d56,Alfanumerico,EMAILD,base.field_res_partner_email, ,EMAILD,509,430,0,80,80,False,rappel.model_res_partner,17,9,
__export__.sgavar_file_var_849_1d045b9c,Alfanumerico,EMAILD,base.field_res_partner_email, ,EMAILD,509,430,0,80,80,False,rappel.model_res_partner,17,10,
__export__.sgavar_file_var_872_141742fd,Alfanumerico,EMAILD,base.field_res_partner_email, ,EMAILD,509,430,0,80,80,False,rappel.model_res_partner,17,11,
__export__.sgavar_file_var_892_cb006147,Alfanumerico,TERPROREF,, ,TERPROREF,133,118,0,16,16,False,mrp.model_product_product,17,12,
__export__.sgavar_file_var_928_7d768f38,Alfanumerico,TERPROREF,, ,TERPROREF,133,118,0,16,16,False,mrp.model_product_product,17,13,
__export__.sgavar_file_var_964_c2f456a4,Alfanumerico,TERPROREF,, ,TERPROREF,133,118,0,16,16,False,mrp.model_product_product,17,14,
__export__.sgavar_file_var_1069_bf090915,Numerico,STOMAXTRA,, ,STOMAXTRA,126,118,0,9,9,False,stock.model_stock_quant,17,21,
__export__.sgavar_file_var_1105_2c884b3c,Alfanumerico,NUMSERREF,, ,NUMSERREF,207,188,0,30,30,False,mrp.model_stock_move_line,17,22,
__export__.sgavar_file_var_599_32ca0681,Numerico,NUMVER,, ,NUMVER,326,323,0,4,4,False,mrp_bom_phantom_fix.model_stock_picking,18,3,0
__export__.sgavar_file_var_780_49146952,Alfanumerico,CNTEXPTIPCAJ,, ,CNTEXPTIPCAJ,513,510,0,4,4,False,rappel.model_res_partner,18,9,
__export__.sgavar_file_var_850_d0546442,Alfanumerico,CNTEXPTIPCAJ,, ,CNTEXPTIPCAJ,513,510,0,4,4,False,rappel.model_res_partner,18,10,
__export__.sgavar_file_var_873_8d6ed8c3,Alfanumerico,CNTEXPTIPCAJ,, ,CNTEXPTIPCAJ,513,510,0,4,4,False,rappel.model_res_partner,18,11,
__export__.sgavar_file_var_893_34b1938e,Alfanumerico,SITINI,, ,SITINI,137,134,0,4,4,False,mrp.model_product_product,18,12,OK
__export__.sgavar_file_var_929_d0fb72e7,Alfanumerico,SITINI,, ,SITINI,137,134,0,4,4,False,mrp.model_product_product,18,13,OK
__export__.sgavar_file_var_965_ce4dc015,Alfanumerico,SITINI,, ,SITINI,137,134,0,4,4,False,mrp.model_product_product,18,14,OK
__export__.sgavar_file_var_1068_b73a103f,Alfanumerico,PICCOMPAR,, ,PICCOMPAR,127,127,0,1,1,False,stock.model_stock_quant,18,21,S
