"id","version_active","file_bytes","create_uid/id","create_date","cte_name","file_filter","write_uid/id","write_date","model","odoo_model/id","sga_file_var_ids/id","sga_file_var_ids/adaia_type","sga_file_var_ids/name","sga_file_var_ids/odoo_name/id","sga_file_var_ids/fillchar","sga_file_var_ids/create_uid/id","sga_file_var_ids/create_date","sga_file_var_ids/en","sga_file_var_ids/st","sga_file_var_ids/length_dec","sga_file_var_ids/length_int","sga_file_var_ids/write_uid/id","sga_file_var_ids/write_date","sga_file_var_ids/length","sga_file_var_ids/required","sga_file_var_ids/odoo_model/id","sga_file_var_ids/sequence","sga_file_var_ids/default","description","code","version"
"","","","","","","","","","","","__export__.sgavar_file_var_704_b2b62cc7","Related-Numérico","PESPED","stock.field_stock_move_line_product_id"," ","","","76","68","3","6","__export__.res_users_5_246af995","2019-06-07 11:42:10","9","False","mrp.model_stock_move_line","8","weight","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_705_7e7cbef5","Related-Numérico","PREVEN","stock.field_stock_move_line_product_id"," ","","","85","77","2","7","__export__.res_users_5_246af995","2019-06-07 11:42:10","9","False","mrp.model_stock_move_line","9","standard_price","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_706_e42df8d8","Related-Alfanumérico","OBS","stock.field_stock_move_line_picking_id"," ","","","125","86","0","40","","","40","False","mrp.model_stock_move_line","10","note","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_707_b489faca","Alfanumerico","LOTE","stock.field_stock_move_line_lot_name"," ","","","145","126","0","20","","","20","False","mrp.model_stock_move_line","11","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_708_e4c3a715","Alfanumerico","KIT",""," ","","","146","146","0","1","","","1","False","mrp.model_stock_move_line","12","N","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_709_0cc5e64c","Numerico","VIDAUTILMIN",""," ","","","149","147","0","3","","","3","False","mrp.model_stock_move_line","13","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_710_92cb24a3","Numerico","VIDAUTILMAX",""," ","","","152","150","0","3","","","3","False","mrp.model_stock_move_line","14","","","",""
"sga_adaia_integration.sgvar_file_confirmation_expedition_order_line","False","146","base.user_root","2019-05-29 07:56:20","Confirmación de expedición, líneas","","__export__.res_users_5_246af995","2019-06-10 10:19:07","Operación de empaquetado","mrp.model_stock_move_line","__export__.sgavar_file_var_711_242cc1f9","Alfanumerico","TIPREG",""," ","","","4","1","0","4","__export__.res_users_5_246af995","2019-06-10 09:44:10","4","True","mrp.model_stock_move_line","0","CELI","","CEL","0"
"","","","","","","","","","","","__export__.sgavar_file_var_712_919e1d13","Alfanumerico","ACCION",""," ","","","6","5","0","2","","","2","True","mrp.model_stock_move_line","1","AG","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_713_11dcc9eb","Alfanumerico","EXPORDREF","stock.field_stock_move_line_reference"," ","","","21","7","0","15","","","15","True","mrp.model_stock_move_line","2","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_714_8bc77521","Numerico","EXPORDLIN","stock.field_stock_move_line_id"," ","","","30","22","0","9","__export__.res_users_5_246af995","2019-06-10 10:10:35","9","True","mrp.model_stock_move_line","3","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_715_51f32d0e","Related-Numérico","ARTREF","stock.field_stock_move_line_product_id"," ","","","46","31","0","16","__export__.res_users_5_246af995","2019-06-10 10:10:35","16","True","mrp.model_stock_move_line","4","reference","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_716_0d746ab9","Alfanumerico","CANPED","stock.field_stock_move_line_ordered_qty"," ","","","55","47","0","9","__export__.res_users_5_246af995","2019-06-10 10:10:35","9","True","mrp.model_stock_move_line","5","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_717_f0fc833a","Alfanumerico","CANSER","stock.field_stock_move_line_product_qty"," ","","","64","56","0","9","__export__.res_users_5_246af995","2019-06-10 10:17:37","9","True","mrp.model_stock_move_line","6","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_718_46e8b5c6","Alfanumerico","TIPUNI",""," ","","","68","65","0","4","__export__.res_users_5_246af995","2019-06-10 10:17:37","4","True","mrp.model_stock_move_line","7","UD","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_719_19d08f42","Related-Numérico","PESSER","product.field_product_product_weight"," ","","","77","69","3","6","__export__.res_users_5_246af995","2019-06-10 10:17:37","9","False","mrp.model_stock_move_line","8","weight","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_720_8b876ebf","Related-Numérico","PREVEN","product.field_product_product_weight"," ","","","86","78","2","7","__export__.res_users_5_246af995","2019-06-10 10:17:37","9","False","mrp.model_stock_move_line","9","standard_price","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_1085_56ecbaa5","Alfanumerico","OBS",""," ","__export__.res_users_5_246af995","2019-06-10 10:10:35","126","87","0","40","__export__.res_users_5_246af995","2019-06-10 10:19:07","40","False","mrp.model_stock_move_line","10","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_1086_861169e4","Related-Alfanumérico","LOTE","stock.field_stock_move_line_lot_id"," ","__export__.res_users_5_246af995","2019-06-10 10:17:37","146","127","0","20","__export__.res_users_5_246af995","2019-06-10 10:19:07","20","False","mrp.model_stock_move_line","11","ID","","",""
"sga_adaia_integration.sgvar_file_client_create","False","521","base.user_root","2019-05-29 07:56:20","Creación de clientes","","base.user_root","2019-05-29 07:56:20","Contacto","rappel.model_res_partner","__export__.sgavar_file_var_722_9da5b58c","Alfanumerico","TIPREG",""," ","","","4","1","0","4","","","4","True","rappel.model_res_partner","0","TE ","","TE0","0"
"","","","","","","","","","","","__export__.sgavar_file_var_723_3ad5ee2d","Alfanumerico","ACCION",""," ","","","6","5","0","2","","","2","True","rappel.model_res_partner","1","AG","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_724_0b2b441d","Alfanumerico","TERREF","base.field_res_partner_ref"," ","","","22","7","0","16","","","16","True","rappel.model_res_partner","2","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_725_424130f0","Alfanumerico","TERDES","base.field_res_partner_name"," ","","","62","23","0","40","","","40","True","rappel.model_res_partner","3","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_726_e291b293","Alfanumerico","TERPRIREF",""," ","","","78","63","0","16","","","16","False","rappel.model_res_partner","4","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_733_93d9c7a4","Alfanumerico","ALIAS","base.field_res_partner_display_name"," ","","","90","79","0","12","","","12","True","rappel.model_res_partner","5","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_756_6361a08c","Alfanumerico","TERORI","sga_adaia_integration.field_res_partner_partner_type"," ","","","94","91","0","4","","","4","True","rappel.model_res_partner","6","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_757_9efbd841","Alfanumerico","DIR1","base.field_res_partner_street"," ","","","134","95","0","40","","","40","False","rappel.model_res_partner","7","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_758_6255f798","Alfanumerico","DIR2","base.field_res_partner_city"," ","","","174","135","0","40","","","40","False","rappel.model_res_partner","8","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_759_de8d4eec","Related-Alfanumérico","DIR3","base.field_res_partner_state_id"," ","","","214","175","0","40","","","40","False","rappel.model_res_partner","9","name","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_760_ef761a22","Related-Alfanumérico","DIR4","base.field_res_partner_country_id"," ","","","254","215","0","40","","","40","False","rappel.model_res_partner","10","name","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_761_806aa93c","Numerico","POSCOD","base.field_res_partner_zip"," ","","","260","255","0","6","","","6","False","rappel.model_res_partner","11","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_762_35543c0e","Related-Alfanumérico","PAISCOD","base.field_res_partner_country_id"," ","","","264","261","0","4","","","4","False","rappel.model_res_partner","12","code","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_763_b32066fc","Alfanumerico","PERAJU",""," ","","","265","265","0","1","","","1","False","rappel.model_res_partner","13","N","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_764_865f58dc","Alfanumerico","CNTEXPTIP",""," ","","","269","266","0","4","","","4","False","rappel.model_res_partner","14","PL","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_777_b3a0dcc1","Alfanumerico","NUMTELSMS","base.field_res_partner_mobile"," ","","","349","270","0","80","","","80","False","rappel.model_res_partner","15","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_778_a21ba7eb","Alfanumerico","NUMTELFAX","partner_fax.field_res_partner_fax"," ","","","429","350","0","80","","","80","False","rappel.model_res_partner","16","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_779_16b74d56","Alfanumerico","EMAILD","base.field_res_partner_email"," ","","","509","430","0","80","","","80","False","rappel.model_res_partner","17","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_780_49146952","Alfanumerico","CNTEXPTIPCAJ",""," ","","","513","510","0","4","","","4","False","rappel.model_res_partner","18","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_781_c33fcb8b","Alfanumerico","POSCODINT",""," ","","","521","514","0","8","","","8","False","rappel.model_res_partner","19","","","",""
"sga_adaia_integration.sgvar_file_client_edit","False","521","base.user_root","2019-05-29 07:56:20","Modificación de clientes","","base.user_root","2019-05-29 07:56:20","Contacto","rappel.model_res_partner","__export__.sgavar_file_var_782_72d46038","Alfanumerico","TIPREG",""," ","","","4","1","0","4","","","4","True","rappel.model_res_partner","0","TE ","","TE0","1"
"","","","","","","","","","","","__export__.sgavar_file_var_783_a03f4f27","Alfanumerico","ACCION",""," ","","","6","5","0","2","","","2","True","rappel.model_res_partner","1","MO","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_789_2d81d6ab","Alfanumerico","TERREF","base.field_res_partner_ref"," ","","","22","7","0","16","","","16","True","rappel.model_res_partner","2","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_790_b8071717","Alfanumerico","TERDES","base.field_res_partner_name"," ","","","62","23","0","40","","","40","True","rappel.model_res_partner","3","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_791_615e638d","Alfanumerico","TERPRIREF",""," ","","","78","63","0","16","","","16","False","rappel.model_res_partner","4","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_792_8af6c1e4","Alfanumerico","ALIAS","base.field_res_partner_display_name"," ","","","90","79","0","12","","","12","True","rappel.model_res_partner","5","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_838_ee7c5c1a","Alfanumerico","TERORI","sga_adaia_integration.field_res_partner_partner_type"," ","","","94","91","0","4","","","4","True","rappel.model_res_partner","6","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_839_884524cc","Alfanumerico","DIR1","base.field_res_partner_street"," ","","","134","95","0","40","","","40","False","rappel.model_res_partner","7","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_840_a1b418ee","Alfanumerico","DIR2","base.field_res_partner_city"," ","","","174","135","0","40","","","40","False","rappel.model_res_partner","8","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_841_0128c26c","Related-Alfanumérico","DIR3","base.field_res_partner_state_id"," ","","","214","175","0","40","","","40","False","rappel.model_res_partner","9","name","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_842_4c7fc374","Related-Alfanumérico","DIR4","base.field_res_partner_country_id"," ","","","254","215","0","40","","","40","False","rappel.model_res_partner","10","name","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_843_8f3c50a6","Numerico","POSCOD","base.field_res_partner_zip"," ","","","260","255","0","6","","","6","False","rappel.model_res_partner","11","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_844_f294ffa8","Related-Alfanumérico","PAISCOD","base.field_res_partner_country_id"," ","","","264","261","0","4","","","4","False","rappel.model_res_partner","12","code","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_845_cabb2d8b","Alfanumerico","PERAJU",""," ","","","265","265","0","1","","","1","False","rappel.model_res_partner","13","N","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_846_e953fe56","Alfanumerico","CNTEXPTIP",""," ","","","269","266","0","4","","","4","False","rappel.model_res_partner","14","PL","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_847_d9855134","Alfanumerico","NUMTELSMS","base.field_res_partner_mobile"," ","","","349","270","0","80","","","80","False","rappel.model_res_partner","15","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_848_f9dad25f","Alfanumerico","NUMTELFAX","partner_fax.field_res_partner_fax"," ","","","429","350","0","80","","","80","False","rappel.model_res_partner","16","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_849_1d045b9c","Alfanumerico","EMAILD","base.field_res_partner_email"," ","","","509","430","0","80","","","80","False","rappel.model_res_partner","17","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_850_d0546442","Alfanumerico","CNTEXPTIPCAJ",""," ","","","513","510","0","4","","","4","False","rappel.model_res_partner","18","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_851_7ea931e8","Alfanumerico","POSCODINT",""," ","","","521","514","0","8","","","8","False","rappel.model_res_partner","19","","","",""
"sga_adaia_integration.sgvar_file_client_delete","False","521","base.user_root","2019-05-29 07:56:20","Eliminación de clientes","","base.user_root","2019-05-29 07:56:20","Contacto","rappel.model_res_partner","__export__.sgavar_file_var_852_b42ca0bb","Alfanumerico","TIPREG",""," ","","","4","1","0","4","","","4","True","rappel.model_res_partner","0","TE ","","TE0","2"
"","","","","","","","","","","","__export__.sgavar_file_var_853_a93dfc48","Alfanumerico","ACCION",""," ","","","6","5","0","2","","","2","True","rappel.model_res_partner","1","DE","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_854_1a1addfc","Alfanumerico","TERREF","base.field_res_partner_ref"," ","","","22","7","0","16","","","16","True","rappel.model_res_partner","2","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_855_bbc178bf","Alfanumerico","TERDES","base.field_res_partner_name"," ","","","62","23","0","40","","","40","True","rappel.model_res_partner","3","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_859_629fb783","Alfanumerico","TERPRIREF",""," ","","","78","63","0","16","","","16","False","rappel.model_res_partner","4","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_860_1a2d4b63","Alfanumerico","ALIAS","base.field_res_partner_display_name"," ","","","90","79","0","12","","","12","True","rappel.model_res_partner","5","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_861_565452d9","Alfanumerico","TERORI","sga_adaia_integration.field_res_partner_partner_type"," ","","","94","91","0","4","","","4","True","rappel.model_res_partner","6","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_862_da29fcf6","Alfanumerico","DIR1","base.field_res_partner_street"," ","","","134","95","0","40","","","40","False","rappel.model_res_partner","7","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_863_e04b426c","Alfanumerico","DIR2","base.field_res_partner_city"," ","","","174","135","0","40","","","40","False","rappel.model_res_partner","8","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_864_00699d3c","Related-Alfanumérico","DIR3","base.field_res_partner_state_id"," ","","","214","175","0","40","","","40","False","rappel.model_res_partner","9","name","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_865_580e1066","Related-Alfanumérico","DIR4","base.field_res_partner_country_id"," ","","","254","215","0","40","","","40","False","rappel.model_res_partner","10","name","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_866_4417e248","Numerico","POSCOD","base.field_res_partner_zip"," ","","","260","255","0","6","","","6","False","rappel.model_res_partner","11","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_867_92225c4f","Related-Alfanumérico","PAISCOD","base.field_res_partner_country_id"," ","","","264","261","0","4","","","4","False","rappel.model_res_partner","12","code","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_868_eaed00ef","Alfanumerico","PERAJU",""," ","","","265","265","0","1","","","1","False","rappel.model_res_partner","13","N","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_869_2ca916c0","Alfanumerico","CNTEXPTIP",""," ","","","269","266","0","4","","","4","False","rappel.model_res_partner","14","PL","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_870_d39b7472","Alfanumerico","NUMTELSMS","base.field_res_partner_mobile"," ","","","349","270","0","80","","","80","False","rappel.model_res_partner","15","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_871_89f21a06","Alfanumerico","NUMTELFAX","partner_fax.field_res_partner_fax"," ","","","429","350","0","80","","","80","False","rappel.model_res_partner","16","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_872_141742fd","Alfanumerico","EMAILD","base.field_res_partner_email"," ","","","509","430","0","80","","","80","False","rappel.model_res_partner","17","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_873_8d6ed8c3","Alfanumerico","CNTEXPTIPCAJ",""," ","","","513","510","0","4","","","4","False","rappel.model_res_partner","18","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_874_f14a0a31","Alfanumerico","POSCODINT",""," ","","","521","514","0","8","","","8","False","rappel.model_res_partner","19","","","",""
"sga_adaia_integration.sgvar_file_product_create","False","203","base.user_root","2019-05-29 07:56:20","Creación Producto","","__export__.res_users_5_246af995","2019-05-29 10:18:22","Producto","mrp.model_product_product","__export__.sgavar_file_var_875_f5b04cb9","Alfanumerico","TIPREG",""," ","","","4","1","0","4","","","4","True","mrp.model_product_product","0","AR ","","AR0","0"
"","","","","","","","","","","","__export__.sgavar_file_var_876_710cdf51","Alfanumerico","ACCION",""," ","","","6","5","0","2","","","2","True","mrp.model_product_product","1","AG","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_877_df1daf8c","Alfanumerico","ARTREF","product.field_product_template_default_code"," ","","","22","7","0","16","","","16","True","mrp.model_product_product","2","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_878_344a1b80","Alfanumerico","ARTDES","product.field_product_template_name"," ","","","62","23","0","40","","","40","True","mrp.model_product_product","3","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_879_3d494ae3","Alfanumerico","ARTPRIREF",""," ","","","78","63","0","16","","","16","False","mrp.model_product_product","4","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_880_f70f0366","Alfanumerico","ROTTIP",""," ","","","82","79","0","4","","","4","True","mrp.model_product_product","5","FE","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_881_a418352c","Alfanumerico","DIACAD",""," ","","","87","83","0","5","","","5","False","mrp.model_product_product","6","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_882_3b96c278","Alfanumerico","DIACADMAX",""," ","","","92","88","0","5","","","5","False","mrp.model_product_product","7","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_883_2f542fda","Alfanumerico","DIAMINCADEXP",""," ","","","97","93","0","5","","","5","False","mrp.model_product_product","8","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_884_e62a6828","Alfanumerico","LOTREQ",""," ","","","98","98","0","1","","","1","False","mrp.model_product_product","9","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_885_39e28a0c","Alfanumerico","PESVAR",""," ","","","99","99","0","1","","","1","False","mrp.model_product_product","10","N","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_886_b2715305","Alfanumerico","SINEAN",""," ","","","100","100","0","1","","","1","False","mrp.model_product_product","11","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_887_bf27151f","Alfanumerico","UNIMIN",""," ","","","104","101","0","4","","","4","True","mrp.model_product_product","12","UD","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_888_5cf23652","Alfanumerico","UNIREC",""," ","","","108","105","0","4","","","4","True","mrp.model_product_product","13","UD","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_889_626c05a6","Alfanumerico","UNIALM",""," ","","","112","109","0","4","","","4","True","mrp.model_product_product","14","UD","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_890_d3d83902","Alfanumerico","UNIEXP",""," ","","","116","113","0","4","","","4","True","mrp.model_product_product","15","UD","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_891_40c126fb","Alfanumerico","GESSER",""," ","","","117","117","0","1","","","1","False","mrp.model_product_product","16","N","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_892_cb006147","Alfanumerico","TERPROREF",""," ","","","133","118","0","16","","","16","False","mrp.model_product_product","17","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_893_34b1938e","Alfanumerico","SITINI",""," ","","","137","134","0","4","","","4","False","mrp.model_product_product","18","OK","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_894_f04cc82f","Alfanumerico","BLOQUEADO",""," ","","","138","138","0","1","","","1","False","mrp.model_product_product","19","N","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_895_4650df0a","Numerico","NUMDIACALCAD",""," ","","","142","139","0","4","","","4","False","mrp.model_product_product","20","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_896_7d72cc90","Numerico","ADMCANMAYPOR",""," ","","","145","143","0","3","","","3","False","mrp.model_product_product","21","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_897_fd06ba61","Alfanumerico","LOTE",""," ","","","165","146","0","20","","","20","False","mrp.model_product_product","22","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_898_37ee4b17","Alfanumerico","CONCRETO",""," ","","","167","166","0","2","","","2","False","mrp.model_product_product","23","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_899_fe3c9dac","Alfanumerico","CNTTIP",""," ","","","173","168","0","8","","","8","False","mrp.model_product_product","24","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_900_ad2f4a92","Alfanumerico","LOTREQEXP",""," ","","","174","174","0","1","","","1","False","mrp.model_product_product","25","N","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_901_2fe2a415","Alfanumerico","CRIROTREQEXP",""," ","","","175","175","0","1","","","1","False","mrp.model_product_product","26","N","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_902_b4c007a4","Alfanumerico","PRIEXPEDI",""," ","","","179","176","0","4","","","4","False","mrp.model_product_product","27","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_903_89d3782f","Alfanumerico","GESENV",""," ","","","180","180","0","1","","","1","False","mrp.model_product_product","28","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_904_cdc89e42","Alfanumerico","SUBTIPART",""," ","","","184","181","0","4","","","4","False","mrp.model_product_product","29","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_905_6d27d303","Numerico","TEMRECMIN",""," ","","","187","185","0","3","","","3","False","mrp.model_product_product","30","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_906_882f1ed7","Numerico","TEMRECMAX",""," ","","","190","188","0","3","","","3","False","mrp.model_product_product","31","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_907_bacd20d9","Numerico","PESINFPOR",""," ","","","192","191","0","3","","","3","False","mrp.model_product_product","32","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_908_f7833cc6","Numerico","PRESSUPPOR",""," ","","","195","193","0","3","","","3","False","mrp.model_product_product","33","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_909_81aa85b6","Alfanumerico","REPREC",""," ","","","199","196","0","4","","","4","False","mrp.model_product_product","34","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_910_b2915418","Alfanumerico","ABCLOG",""," ","","","200","200","0","1","","","1","False","mrp.model_product_product","35","C","","",""
"sga_adaia_integration.sgvar_file_product_edit","False","203","base.user_root","2019-05-29 07:56:20","Modificación Producto","","__export__.res_users_5_246af995","2019-05-29 10:18:51","Producto","mrp.model_product_product","__export__.sgavar_file_var_911_1d8e2a02","Alfanumerico","TIPREG",""," ","","","4","1","0","4","","","4","True","mrp.model_product_product","0","AR ","","AR0","1"
"","","","","","","","","","","","__export__.sgavar_file_var_912_3509cdc6","Alfanumerico","ACCION",""," ","","","6","5","0","2","","","2","True","mrp.model_product_product","1","MO","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_913_c9917097","Alfanumerico","ARTREF","product.field_product_template_default_code"," ","","","22","7","0","16","","","16","True","mrp.model_product_product","2","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_914_1124088f","Alfanumerico","ARTDES","product.field_product_template_name"," ","","","62","23","0","40","","","40","True","mrp.model_product_product","3","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_915_b73d3e29","Alfanumerico","ARTPRIREF",""," ","","","78","63","0","16","","","16","False","mrp.model_product_product","4","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_916_c03cf278","Alfanumerico","ROTTIP",""," ","","","82","79","0","4","","","4","True","mrp.model_product_product","5","FE","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_917_8440826e","Alfanumerico","DIACAD",""," ","","","87","83","0","5","","","5","False","mrp.model_product_product","6","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_918_2a95579d","Alfanumerico","DIACADMAX",""," ","","","92","88","0","5","","","5","False","mrp.model_product_product","7","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_919_d3099f80","Alfanumerico","DIAMINCADEXP",""," ","","","97","93","0","5","","","5","False","mrp.model_product_product","8","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_920_570ecadd","Alfanumerico","LOTREQ",""," ","","","98","98","0","1","","","1","False","mrp.model_product_product","9","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_921_5eec93fb","Alfanumerico","PESVAR",""," ","","","99","99","0","1","","","1","False","mrp.model_product_product","10","N","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_922_be376fde","Alfanumerico","SINEAN",""," ","","","100","100","0","1","","","1","False","mrp.model_product_product","11","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_923_ed30829d","Alfanumerico","UNIMIN",""," ","","","104","101","0","4","","","4","True","mrp.model_product_product","12","UD","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_924_87b4c5aa","Alfanumerico","UNIREC",""," ","","","108","105","0","4","","","4","True","mrp.model_product_product","13","UD","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_925_57bdbfca","Alfanumerico","UNIALM",""," ","","","112","109","0","4","","","4","True","mrp.model_product_product","14","UD","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_926_c4e51952","Alfanumerico","UNIEXP",""," ","","","116","113","0","4","","","4","True","mrp.model_product_product","15","UD","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_927_fc3e9752","Alfanumerico","GESSER",""," ","","","117","117","0","1","","","1","False","mrp.model_product_product","16","N","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_928_7d768f38","Alfanumerico","TERPROREF",""," ","","","133","118","0","16","","","16","False","mrp.model_product_product","17","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_929_d0fb72e7","Alfanumerico","SITINI",""," ","","","137","134","0","4","","","4","False","mrp.model_product_product","18","OK","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_930_1240ce48","Alfanumerico","BLOQUEADO",""," ","","","138","138","0","1","","","1","False","mrp.model_product_product","19","N","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_931_56bce295","Numerico","NUMDIACALCAD",""," ","","","142","139","0","4","","","4","False","mrp.model_product_product","20","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_932_45b7b3ca","Numerico","ADMCANMAYPOR",""," ","","","145","143","0","3","","","3","False","mrp.model_product_product","21","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_933_d07a8cf2","Alfanumerico","LOTE",""," ","","","165","146","0","20","","","20","False","mrp.model_product_product","22","","","",""
"","","","","","","","","","","","__export__.sgavar_file_var_934_b9a6e583","Alfanumerico","CONCRETO",""," ","","","167","166","0","2","","","2","False","mrp.model_product_product","23","","","",""
